"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","21/7300","54/18888",0.388888888888889,1.0062100456621,0.0362709614157367,0.537039374171112,0.701110202711053,0.48441397843343,"672/2171/64410/215/344/57761/3692/552/10613/8850/23352/972/22937/33/51141/5166/5743/8816/58526/60481/341",21
"GO:0072210","GO:0072210","metanephric nephron development","16/7300","41/18888",0.390243902439024,1.00971600400936,0.0494307472039252,0.539339526667681,0.703823673312736,0.486288780831742,"3976/130497/6772/3913/2297/5159/947/358/1958/3280/5311/6662/5979/30812/1499/54361",16
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","16/7300","41/18888",0.390243902439024,1.00971600400936,0.0494307472039252,0.539339526667681,0.703823673312736,0.486288780831742,"3676/10690/4192/2650/3689/729230/240/9435/340481/3654/2113/3569/5970/6387/5724/2526",16
"GO:0015718","GO:0015718","monocarboxylic acid transport","69/7300","179/18888",0.385474860335196,0.997376597535777,-0.0279901242995115,0.539580180660093,0.703993044419888,0.486405803421814,"1636/10434/123/7057/9123/5465/624/2171/29015/5244/8714/9356/201780/54677/115111/5947/2173/11000/6566/151176/22925/8884/8273/117247/4282/5205/215/5321/81579/5025/5322/220963/9122/366/1382/348/6579/1066/3764/5562/84068/83758/50640/1645/26503/948/159963/10478/6535/3552/2058/5743/51660/6578/133418/80763/9536/8660/4828/5468/387700/56923/6850/208/147011/151473/23539/8792/10998",69
"GO:0045861","GO:0045861","negative regulation of proteolysis","89/7300","231/18888",0.385281385281385,0.996876000711617,-0.0379170627602849,0.540177914583324,0.704628134265429,0.486844602340374,"5327/4057/7076/4318/871/7422/5054/55872/5271/710/114769/960/79031/5329/3428/7057/5328/12/1800/5265/2597/1475/831/55170/1893/6478/1942/83596/1522/3077/28996/51499/120892/2619/4193/64215/358/5104/2537/80011/4983/5176/9806/1992/5269/6197/4130/7850/27074/11345/5371/6135/80196/5582/6201/64844/1378/286204/1476/6195/51684/6815/10542/22900/5621/8530/51035/7157/5270/1201/5274/7078/7077/165324/10049/2876/51322/7079/1654/11011/6695/2055/84074/6622/10013/819/10755/9683/5276",89
"GO:0040013","GO:0040013","negative regulation of locomotion","166/7300","431/18888",0.385150812064965,0.996538155929187,-0.0577037793232418,0.541471812500061,0.706170878902318,0.487910521883939,"7076/1281/182/7130/6781/4223/84034/5054/11117/3486/1803/285/3162/91862/1009/3488/8829/2041/25932/25817/6405/2022/23236/7057/11221/4804/1647/6833/6774/3066/1800/4092/7046/6423/6915/811/10718/10370/10509/6585/6672/7026/5771/4838/54567/7414/684/64218/94/57561/6347/9241/1588/11122/28984/25855/1265/6259/9901/10371/1495/55558/23213/5912/4282/23122/8692/6722/5734/4780/11314/397/10501/613/90102/5176/202243/1634/3065/348110/10221/6237/65009/4739/286205/3728/79812/348/6910/7473/5928/22998/56833/130399/575/2309/4763/9723/58516/6092/11188/57715/5365/8519/51094/972/388/5911/51466/57406/94241/256130/7474/10512/3621/2796/8751/23189/29956/79685/8819/199/1843/84312/5926/89795/23671/2192/54910/25930/7040/56920/161742/5800/4681/23143/1545/374969/10507/5468/57175/393/90355/57413/6387/9270/10014/51765/22846/6422/2247/5801/80312/84978/100532736/10013/10395/54361/7481/64426/57556/5793/1398/9750/1605/1652",166
"GO:0006635","GO:0006635","fatty acid beta-oxidation","29/7300","75/18888",0.386666666666667,1.0004602739726,0.00316998128458326,0.54246185721303,0.707093257208197,0.488547815340865,"7291/5465/54677/2639/83667/3032/3712/215/23417/3028/10449/33/1666/10478/1268/6342/55268/8660/254013/38/10455/5191/51/55289/3295/8310/208/1892/2110",29
"GO:0016180","GO:0016180","snRNA processing","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"114034/55656/25896/55756/5393/51010/55726/79650/26512/118460/57117",11
"GO:0021854","GO:0021854","hypothalamus development","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"8829/581/55558/8648/219409/5454/9723/8828/9001/1499/6715",11
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"1594/538/2643/7421/1719/4883/348/116150/7014/1001/5447",11
"GO:0034698","GO:0034698","response to gonadotropin","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"890/3675/2729/2730/1909/3624/26012/2706/1545/6715/4142",11
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"3486/1019/3488/3487/5923/9572/1992/8660/51092/6422/130367",11
"GO:0045606","GO:0045606","positive regulation of epidermal cell differentiation","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"1594/4831/7421/2296/6424/9555/5920/4926/5469/2247/5583",11
"GO:0051446","GO:0051446","positive regulation of meiotic cell cycle","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"10635/995/993/23236/994/10361/4487/7474/4488/54361/7320",11
"GO:0060512","GO:0060512","prostate gland morphogenesis","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"3371/1396/4313/9241/23213/10818/6662/7474/10116/3400/6422",11
"GO:0062149","GO:0062149","detection of stimulus involved in sensory perception of pain","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"3673/56925/3356/55107/2063/23349/3736/9311/7852/6387/7442",11
"GO:0086010","GO:0086010","membrane depolarization during action potential","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"55800/6327/477/776/783/6330/288/287/781/6546/54795",11
"GO:0090314","GO:0090314","positive regulation of protein targeting to membrane","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"285966/3745/4641/2064/11261/3689/5621/288/8851/9270/208",11
"GO:0120255","GO:0120255","olefinic compound biosynthetic process","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"133/1588/8644/1958/5978/1385/650/9563/1609/3293/54361",11
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation","11/7300","28/18888",0.392857142857143,1.01647749510763,0.0692529120189219,0.543738011802776,0.707093257208197,0.488547815340865,"1031/6591/8848/135228/2737/4763/7157/2192/55612/2247/7481",11
"GO:0030850","GO:0030850","prostate gland development","19/7300","49/18888",0.387755102040816,1.00327648867766,0.0182270533791847,0.546741083622401,0.710271252250869,0.490743568898736,"3371/1396/4313/79084/9241/1588/23213/2735/5176/10818/3207/6662/7474/55840/5914/10116/1499/3400/6422",19
"GO:0042181","GO:0042181","ketone biosynthetic process","19/7300","49/18888",0.387755102040816,1.00327648867766,0.0182270533791847,0.546741083622401,0.710271252250869,0.490743568898736,"133/27235/1588/8644/1958/5978/1385/79934/57107/23408/650/7167/9563/93058/57017/1609/3293/54361/160760",19
"GO:0045910","GO:0045910","negative regulation of DNA recombination","19/7300","49/18888",0.387755102040816,1.00327648867766,0.0182270533791847,0.546741083622401,0.710271252250869,0.490743568898736,"55010/115004/116028/387893/2956/10459/4436/3006/2187/112441434/10721/54537/10039/92797/4292/7014/7158/54386/56893",19
"GO:0048066","GO:0048066","developmental pigmentation","19/7300","49/18888",0.387755102040816,1.00327648867766,0.0182270533791847,0.546741083622401,0.710271252250869,0.490743568898736,"6648/967/10981/5873/55686/581/5167/23682/4435/63915/1909/2737/8907/1908/3815/54507/1910/124976/6663",19
"GO:0098926","GO:0098926","postsynaptic signal transduction","19/7300","49/18888",0.387755102040816,1.00327648867766,0.0182270533791847,0.546741083622401,0.710271252250869,0.490743568898736,"23236/1134/1139/9215/1132/375790/5579/116372/1128/1137/1138/9921/1135/1136/3708/11255/5970/8851/85397",19
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","65/7300","169/18888",0.384615384615385,0.995152792413066,-0.0502379982391234,0.54922330498455,0.713349966588647,0.492870727018894,"857/133/117/624/148/6915/581/7225/2740/1234/578/114897/3356/23075/79608/51554/2149/57338/5734/84502/5025/1909/2357/1043/1236/5311/2587/728/952/2826/552/59341/1903/1742/1230/5294/9034/5371/729230/111/2624/2359/3685/2358/114/2902/5737/948/10134/7852/1910/887/9170/5021/6262/5733/2859/4828/781/6546/773/2150/4040/7442/54795",65
"GO:0060972","GO:0060972","left/right pattern formation","55/7300","143/18888",0.384615384615385,0.995152792413066,-0.0461801769370419,0.550118482199746,0.714366536189854,0.493573099517499,"6491/2022/10959/2302/10370/4838/51098/90/51668/200894/8481/8701/56926/80114/6722/55081/84314/55764/5311/199699/65009/23500/6615/92749/6899/55329/6909/23059/388389/54345/121643/7048/2294/51684/7474/5046/128344/93/134701/29880/79659/145788/83538/54903/6997/2348/57534/6926/25914/161582/388591/146845/83852/6911/55172",55
"GO:0009069","GO:0009069","serine family amino acid metabolic process","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"10247/22928/875/102724560/26227/1719/2653/5723/6472/29968/6470/10993/22929/2618",14
"GO:0010770","GO:0010770","positive regulation of cell morphogenesis","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"2048/5789/57465/7804/5048/11141/6792/9820/3706/23316/10458/816/23363/10013",14
"GO:0035137","GO:0035137","hindlimb morphogenesis","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"7291/130497/3235/9215/7704/7473/4487/340419/4488/1499/2719/6926/5469/7476",14
"GO:0070633","GO:0070633","transepithelial transport","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"71/28962/4363/60/10768/358/5031/2822/6506/1525/6507/6505/1910/3708",14
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"7422/301/3162/8829/57381/51564/2303/2624/27286/5743/3791/10000/2247/57608",14
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"10635/8914/86/55257/55135/60/2187/8607/10856/57599/8089/113510/51588/54556",14
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","14/7300","36/18888",0.388888888888889,1.0062100456621,0.0296009742633698,0.55112885659446,0.714545016953117,0.493696416189075,"5054/3690/51129/3383/1003/7128/284/4780/2624/5170/5598/10298/3791/79155",14
"GO:0019748","GO:0019748","secondary metabolic process","22/7300","57/18888",0.385964912280702,0.998644556596972,-0.0081343115334494,0.553298910549344,0.714545016953117,0.493696416189075,"538/23682/4435/8644/4780/7220/126321/1565/9693/1577/7474/1497/1645/1646/29104/4157/1001/1545/1549/23657/10755/1652",22
"GO:0060986","GO:0060986","endocrine hormone secretion","22/7300","57/18888",0.385964912280702,0.998644556596972,-0.0081343115334494,0.553298910549344,0.714545016953117,0.493696416189075,"1408/6696/2297/1588/114897/64855/1407/358/3624/2587/706/2260/1394/3784/5781/668/5468/6926/9727/183/7349/114899",22
"GO:0170040","GO:0170040","proteinogenic amino acid catabolic process","22/7300","57/18888",0.385964912280702,0.998644556596972,-0.0081343115334494,0.553298910549344,0.714545016953117,0.493696416189075,"89839/137872/2746/2747/259307/4942/2875/10247/875/102724560/51268/2653/4846/23576/80150/23464/6470/27165/2805/84706/1610/10993",22
"GO:1903350","GO:1903350","response to dopamine","22/7300","57/18888",0.385964912280702,0.998644556596972,-0.0081343115334494,0.553298910549344,0.714545016953117,0.493696416189075,"2316/858/3066/2775/23385/2774/2773/3356/120892/5071/7052/111/9177/8787/5999/10681/51617/3350/6505/1816/50632/85397",22
"GO:0002829","GO:0002829","negative regulation of type 2 immune response","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"301/3142/729230/430/30009/6778",6
"GO:0003376","GO:0003376","sphingosine-1-phosphate receptor signaling pathway","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"1903/5294/8877/1901/5291/124976",6
"GO:0007008","GO:0007008","outer mitochondrial membrane organization","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"401505/10452/23787/9141/4580/9804",6
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"672/23512/64783/55791/29890/3720",6
"GO:0016558","GO:0016558","protein import into peroxisome matrix","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"5194/55670/5190/51555/5191/9409",6
"GO:0021694","GO:0021694","cerebellar Purkinje cell layer formation","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"23017/538/6095/8925/2629/51286",6
"GO:0033689","GO:0033689","negative regulation of osteoblast proliferation","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"51374/4330/8313/5364/4745/6422",6
"GO:0035627","GO:0035627","ceramide transport","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"51054/9218/388323/84725/4547/80772",6
"GO:0042074","GO:0042074","cell migration involved in gastrulation","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"4838/154796/286204/7474/2719/7481",6
"GO:0042559","GO:0042559","pteridine-containing compound biosynthetic process","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"2643/25902/1719/10588/2618/2356",6
"GO:0043201","GO:0043201","response to leucine","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"83667/27244/58528/23304/2033/197131",6
"GO:0045040","GO:0045040","protein insertion into mitochondrial outer membrane","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"401505/10452/23787/9141/4580/9804",6
"GO:0045475","GO:0045475","locomotor rhythm","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"10499/1958/9099/4987/3751/4669",6
"GO:0050910","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"84059/494513/3815/3784/1301/161497",6
"GO:0060572","GO:0060572","morphogenesis of an epithelial bud","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"157506/9241/23213/7474/1499/7472",6
"GO:0070989","GO:0070989","oxidative demethylation","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"79068/1565/54890/1577/23210/221120",6
"GO:0071599","GO:0071599","otic vesicle development","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"219736/6662/2138/8820/6495/1280",6
"GO:0072148","GO:0072148","epithelial cell fate commitment","6/7300","15/18888",0.4,1.03495890410959,0.107503263013378,0.554306890316702,0.714545016953117,0.493696416189075,"10630/8829/7026/90/5914/170302",6
